Investment_Cost,Risk_Cost,Budget,PM_Start,PM_Stop,Rehab_Trigger,Split_Ratio,Total_Cost
2616783.3323620292,36730646.04791052,33036.043743614915,3.306710439484312,2.8231643570969793,1.5720216997721252,0.15937060790064062,39347429.380272545
2743327.3785739304,36238202.12547601,33367.02797782468,3.30689630451333,2.836691966296614,1.4522597661156458,0.1611397562718227,38981529.50404994
3663931.14827401,35994315.65497501,40210.82961859176,3.3194350406899313,2.671442373448118,1.610424550738444,0.15937060790064062,39658246.803249024
5282445.187765644,35881780.9342755,55858.97280612559,3.294999171711035,2.292309166838466,1.6203041260972941,0.13344640730077303,41164226.12204114
2029363.58828063,37011649.02823552,33367.02797782468,3.265785783871631,2.8376151928278808,1.4522597661156458,0.15937060790064062,39041012.61651615
15332496.245281992,16351398.520990001,157911.50614978297,2.845129739616433,2.7067970271985655,1.664164583917318,0.8258958616413543,31683894.766271994
19745366.37903925,7195662.039790502,252325.0646687803,2.8348979814734996,2.7038803051901823,1.663204976588327,0.7666105400737054,26941028.418829754
15614129.836265959,14102791.162405495,157911.50614978297,2.9457883174045656,2.6657121211567274,1.8304486783875074,0.8175872818420219,29716920.998671453
25713475.81147893,3812146.3494154993,719327.4131904743,3.745645115390034,2.6691462268352844,1.6863965410616935,0.8524305721310851,29525622.16089443
17991234.173348162,9955343.6552955,208487.18929924484,2.937648816289304,2.2760044094652527,1.5275537238844628,0.760520560588679,27946577.828643665
16016307.242762577,12277568.162860502,187732.35963456455,3.3232686306773718,2.706897374253418,1.4722813823602805,0.8263133394572989,28293875.40562308
5826371.470525634,35498237.19133051,61911.17686848856,3.007859662854349,2.2877488837707216,1.5263698071902885,0.11262087489264727,41324608.661856145
24946419.782908853,3916656.8486349997,719327.4131904743,3.745645115390034,2.6691462268352844,1.6863965410616935,0.8620953467328827,28863076.631543852
654159.730656875,37191287.68539051,9275.916314817208,3.754826256180075,2.674699923276323,1.5438294939777317,0.7613183462776095,37845447.41604739
15239181.311790304,16630186.073585505,157525.18062818635,3.32476184421288,2.658792727966748,1.6452137007958547,0.852547337454135,31869367.38537581
22205369.60895762,5711259.5209610015,408948.0549085714,3.756331066369609,2.6733917735661907,1.6922705131192908,0.8435479290141928,27916629.12991862
16533357.61908489,10619614.666664999,205400.14432012153,3.3388224627533925,2.663296112902011,1.5227965634237488,0.8515488236439298,27152972.28574989
25500181.74950472,3825600.8203804996,719327.4131904743,3.5880064725150973,2.6884372882891583,1.6874193336551684,0.8524305721310851,29325782.569885217
20656947.570611093,6824415.836410002,337436.3071668029,2.8074979924563674,2.7016949150725016,1.4778513860457985,0.757177509993151,27481363.407021094
550492.8143950653,37348728.72651053,8016.7450484943765,3.3194350406899313,2.671442373448118,1.610424550738444,0.15937060790064062,37899221.540905595
14372076.445745073,20684685.2620805,146558.02549872728,2.84556472169467,2.373456928094056,1.5951572478420362,0.8447121535737369,35056761.70782557
16058199.72309236,11583104.698960498,166140.1737938683,3.321017374131835,2.658792727966748,1.6452137007958547,0.852547337454135,27641304.42205286
29563666.831713673,2165795.7770555,990831.7472455216,3.740740722842114,2.667166644812347,1.759253466003151,0.8524233744903394,31729462.60876917
26251550.457568776,2594002.9140749993,948329.9241153063,2.937648816289304,2.2760044094652527,1.5289107662827877,0.8527358337338773,28845553.371643774
13172576.957979344,27604283.928220518,133329.72087003727,3.747103707055039,2.6691462268352844,1.6874284611144144,0.8524305721310851,40776860.88619986
18473481.70101144,7379918.856975002,252325.0646687803,2.8348979814734996,2.6719780618698485,1.660614018427694,0.8528133135520531,25853400.557986446
15210148.704085955,17538903.849515505,157133.30863636918,3.2806184546830948,2.7079633058837396,1.6104524717397215,0.8438967819926719,32749052.55360146
14179558.544183439,22708939.456270497,146558.02549872728,2.84556472169467,2.374778809164436,1.594548929338112,0.8447121535737369,36888498.000453934
477726.9213745048,37439490.86195051,8016.7450484943765,3.3194350406899313,2.673920240646185,1.5309367911174796,0.712878823045686,37917217.78332502
26501025.459302463,2401071.230470499,948329.9241153063,2.934887482569473,2.2760044094652527,1.5289107662827877,0.8527358337338773,28902096.689772964
