Investment_Cost,Risk_Cost,Budget,PM_Start,PM_Stop,Rehab_Trigger,Split_Ratio,Total_Cost
184435.16378441,37067866.11469553,34805.518055113505,2.5855953566054155,2.3823056367245923,2.634350465849419,0.11202548224733737,37252301.278479934
6592003.8565745335,23093029.269175,90731.87460728179,2.5745046535936944,2.458019960020952,1.9765013359168428,0.11047979441786132,29685033.125749536
821644.4485431549,35835880.01426551,15794.49214779042,2.7229040670392077,2.377614734793845,2.612638555128157,0.15937060790064062,36657524.46280866
87076.35452198998,37111660.12448999,13835.481829857654,2.5855953566054155,2.380333048698968,2.634350465849419,0.19481394935384458,37198736.47901198
42908.52396902,37192238.08794002,16285.728866530902,2.599325730096541,2.2768277994473007,2.630730146486967,0.1119920083897102,37235146.61190904
2579430.8617778653,32297352.419460014,39320.064311345166,2.576167284153702,2.456904294344924,1.974578388881609,0.11191729644334547,34876783.28123788
1300577.3185414802,34710281.58318501,26695.112229939714,2.700995218517929,2.3283193537765454,2.635427606439103,0.16741991684548352,36010858.90172649
5845421.745035145,24311845.758105,88880.7562352755,2.574769935773104,2.4663828945954798,1.86402620615093,0.110509387539311,30157267.503140144
800289.8116463352,36097366.67973002,15794.49214779042,2.721303142500257,2.384833421561187,2.612638555128157,0.1631453672205362,36897656.491376355
1069762.6618908998,35265850.153355494,19367.057680915386,2.5745046535936944,2.458019960020952,1.9765013359168428,0.110509387539311,36335612.815246396
4861348.458301496,25827145.81923501,70310.32475237391,2.394920988783743,2.2841419681385506,1.1359183037125726,0.11483191298412054,30688494.277536504
27196.93254059,37246699.66197499,12005.531230563738,2.5855953566054155,2.4576023423061533,2.5894947576584597,0.11509504536865303,37273896.59451558
2676433.3846790334,31987670.400030028,38393.09635129298,2.576167284153702,2.4359174192439235,1.974578388881609,0.11191729644334547,34664103.78470906
2126428.7037917147,33268429.601355493,31791.56829976275,2.590817737406742,2.4520465208024977,1.1814546354008042,0.11540197382140274,35394858.30514721
9807.716522789999,37704073.25987501,11564.011496136125,2.5587087869498433,2.2798255837954646,2.5894947576584597,0.10953450931295441,37713880.9763978
3444117.634364419,30711975.075055003,49849.72693514888,2.587312044517517,2.4588393944704072,1.1691306595774897,0.11177800907764743,34156092.70941942
6331250.5244832635,23876781.222124998,91643.67242988471,2.5744940063409265,2.458019960020952,1.9765013359168428,0.11047979441786132,30208031.74660826
1376513.8864716396,33570329.67937,40045.02195126673,2.5679106227147006,2.378743165598927,2.534453034594926,0.1114868557286325,34946843.56584164
1837845.6098458658,33557094.34187999,28339.759228047646,2.5916365156811323,2.4571194025689285,1.9765013359168428,0.11047979441786132,35394939.95172586
899226.2208275954,35539386.67176051,16099.464152141718,2.5856133065390967,2.4588393944704072,1.1691306595774897,0.11177800907764743,36438612.8925881
2834873.235334266,31838207.04762001,41766.7604963447,2.402780532648857,2.292113929975385,2.0335100904902874,0.11483191298412054,34673080.282954276
719075.2998483202,36175704.28556002,11400.949140424755,2.5749949964193735,2.2792761182561,1.9810082537580471,0.10953450931295441,36894779.58540834
6960648.839898267,21545920.864450496,95746.6176654485,2.3945862500108266,2.2827985576548575,1.9765013359168428,0.11047979441786132,28506569.70434876
6744396.258457814,21598780.069035005,90591.65723892793,2.574772664069165,2.4580083121875895,1.9765013359168428,0.11050832028958138,28343176.32749282
1332908.0543630705,34320278.76487999,40045.02195126673,2.5679850388059657,2.4512880182547656,2.534453034594926,0.1114868557286325,35653186.81924306
292827.07474038505,36534381.44037549,11564.011496136125,2.558980079368553,2.2805426766088717,2.5292535531965097,0.10953450931295441,36827208.51511588
4850759.994490433,27350155.11373001,70310.32475237391,2.5748393923666173,2.4673353323424223,2.0335100904902874,0.11483191298412054,32200915.108220443
6344539.454942248,23512572.31941502,89020.97360362936,2.574501925297634,2.466394542428842,1.86402620615093,0.11048086166759094,29857111.77435727
2456027.3850238635,32483905.877260014,40045.02195126673,2.5693795611334727,2.3536549621955647,2.4663541025757243,0.11119792861700366,34939933.26228388
4740573.716892063,27907436.89518052,70310.32475237391,2.574851896881763,2.467437801466264,2.0335100904902874,0.11483191298412054,32648010.612072583
17918.30553092,37561821.62118501,11564.011496136125,2.391316194535899,2.279697990321146,2.5894947576584597,0.11509072392198301,37579739.92671593
850907.6616712346,35757272.66164002,16418.26287558869,2.5855953566054155,2.4679783828638726,1.9424197794758347,0.1104125631790324,36608180.323311254
2289463.50197832,32726667.021585494,40045.02195126673,2.56991124102741,2.3536549621955647,2.466711975285632,0.11119792861700366,35016130.52356382
1158983.41504678,34916033.15157,26269.8454712523,2.6961535612887317,2.335039538171431,2.6421330837693002,0.16741991684548352,36075016.56661678
3237593.809561481,30862231.46395501,49625.65612069595,2.5744284755708833,2.4587771182660805,1.9765013359168428,0.110571415173605,34099825.27351649
402442.6842751649,36301316.64961001,11564.011496136125,2.573452165534631,2.2805426766088717,2.5292535531965097,0.10953450931295441,36703759.33388518
