OBJECTID,MOID,MOTYPE,SELCODE,DSPCODE,UDFTYPE,LDMTYPE,ID,DESCRIPT,YR_INST,YR_RETIRE,ZONE,MATERIAL,LINING,COST_ID,PHASE,ID_1,LENGTH,DIAMETER,ROUGHNESS,MINORLOSS,TOTALIZER,CHK_VALVE,ID_12,DIRECTION,RUN_DIAM,RUN_LENGTH,RUN_ROUGH,FLOW,VELOCITY,HEADLOSS,HL1000,STATUS,MAX_FLOW,MIN_FLOW,AVE_FLOW,MAX_VELOC,MIN_VELOC,AVE_VELOC,MAX_HDLOSS,MIN_HDLOSS,AVE_HDLOSS,SHAPE_Length,Crtical_Xing
192,P1171,0,,,,,P1171,Asbestos Cement,,,,,,,,P1171,669.5070049,6,130,,0,0,P1171,1,6,669.51,130,17.41,0.2,0.03,0.04,1,17.41,17.41,17.41,0.2,0.2,0.2,0.03,0.03,0.03,669.5070049,0
193,P1173,0,,,,,P1173,Asbestos Cement,,,,,,,,P1173,81.93880003,10,130,,0,0,P1173,-1,10,81.94,130,117.97,0.48,0.01,0.12,1,117.97,117.97,117.97,0.48,0.48,0.48,0.01,0.01,0.01,81.93880003,1
194,P1175,0,,,,,P1175,Asbestos Cement,,,,,,,,P1175,96.20202822,10,130,,0,0,P1175,-1,10,96.2,130,117.97,0.48,0.01,0.12,1,117.97,117.97,117.97,0.48,0.48,0.48,0.01,0.01,0.01,96.20202822,1
195,P1177,0,,,,,P1177,Asbestos Cement,,,,,,,,P1177,301.4871907,10,130,,0,0,P1177,-1,10,301.49,130,118.39,0.48,0.04,0.12,1,118.39,118.39,118.39,0.48,0.48,0.48,0.04,0.04,0.04,301.4871907,1
196,P1179,0,,,,,P1179,Asbestos Cement,,,,,,,,P1179,792.2364642,10,130,,0,0,P1179,-1,10,792.24,130,118.39,0.48,0.09,0.12,1,118.39,118.39,118.39,0.48,0.48,0.48,0.09,0.09,0.09,792.2364642,1
197,P1181,0,,,,,P1181,Asbestos Cement,,,,,,,,P1181,31.18835659,10,130,,0,0,P1181,-1,10,31.19,130,118.39,0.48,0,0.12,1,118.39,118.39,118.39,0.48,0.48,0.48,0,0,0,31.18835659,0
198,P1183,0,,,,,P1183,Asbestos Cement,,,,,,,,P1183,551.1132222,10,130,,0,0,P1183,-1,10,551.11,130,123.7,0.51,0.07,0.13,1,123.7,123.7,123.7,0.51,0.51,0.51,0.07,0.07,0.07,551.1132222,0
199,P1185,0,,,,,P1185,Asbestos Cement,,,,,,,,P1185,25.96184501,10,130,,0,0,P1185,-1,10,25.96,130,124.53,0.51,0,0.13,1,124.53,124.53,124.53,0.51,0.51,0.51,0,0,0,25.961845,0
200,P1187,0,,,,,P1187,Asbestos Cement,,,,,,,,P1187,697.5476464,10,130,,0,0,P1187,-1,10,697.55,130,124.53,0.51,0.09,0.13,1,124.53,124.53,124.53,0.51,0.51,0.51,0.09,0.09,0.09,697.5476463,0
201,P1189,0,,,,,P1189,Asbestos Cement,,,,,,,,P1189,1110.021747,10,130,,0,0,P1189,-1,10,1110.02,130,100.73,0.41,0.1,0.09,1,100.73,100.73,100.73,0.41,0.41,0.41,0.1,0.1,0.1,1110.021747,0
202,P1191,0,,,,,P1191,Asbestos Cement,,,,,,,,P1191,285.3592397,10,130,,0,0,P1191,-1,10,285.36,130,100.73,0.41,0.03,0.09,1,100.73,100.73,100.73,0.41,0.41,0.41,0.03,0.03,0.03,285.3592397,0
203,P1193,0,,,,,P1193,Asbestos Cement,,,,,,,,P1193,401.9278884,10,130,,0,0,P1193,1,10,401.93,130,100.73,0.41,0.04,0.09,1,100.73,100.73,100.73,0.41,0.41,0.41,0.04,0.04,0.04,401.9278884,0
204,P1195,0,,,,,P1195,Asbestos Cement,,,,,,,,P1195,30.56074045,8,130,,0,0,P1195,-1,8,30.56,130,24.5,0.16,0,0.02,1,24.5,24.5,24.5,0.16,0.16,0.16,0,0,0,30.56074045,0
205,P1197,0,,,,,P1197,Asbestos Cement,,,,,,,,P1197,320.2790161,8,130,,0,0,P1197,-1,8,320.28,130,24.5,0.16,0.01,0.02,1,24.5,24.5,24.5,0.16,0.16,0.16,0.01,0.01,0.01,320.2790161,0
206,P1199,0,,,,,P1199,Asbestos Cement,,,,,,,,P1199,875.9424045,8,130,,0,0,P1199,-1,8,875.94,130,25.06,0.16,0.02,0.02,1,25.06,25.06,25.06,0.16,0.16,0.16,0.02,0.02,0.02,875.9424045,0
207,P1201,0,,,,,P1201,Asbestos Cement,,,,,,,,P1201,599.2737497,8,130,,0,0,P1201,-1,8,599.27,130,26.03,0.17,0.01,0.02,1,26.03,26.03,26.03,0.17,0.17,0.17,0.01,0.01,0.01,599.2737497,0
208,P1203,0,,,,,P1203,Asbestos Cement,,,,,,,,P1203,616.7831577,8,130,,0,0,P1203,-1,8,616.78,130,26.86,0.17,0.01,0.02,1,26.86,26.86,26.86,0.17,0.17,0.17,0.01,0.01,0.01,616.7831577,0
209,P1205,0,,,,,P1205,Asbestos Cement,,,,,,,,P1205,33.53581307,6,130,,0,0,P1205,1,6,33.54,130,2.82,0.03,0,0,1,2.82,2.82,2.82,0.03,0.03,0.03,0,0,0,33.53581307,0
210,P1207,0,,,,,P1207,Asbestos Cement,,,,,,,,P1207,94.34963424,6,130,,0,0,P1207,1,6,94.35,130,2.82,0.03,0,0,1,2.82,2.82,2.82,0.03,0.03,0.03,0,0,0,94.34963424,0
211,P1209,0,,,,,P1209,Asbestos Cement,,,,,,,,P1209,324.6950887,6,130,,0,0,P1209,1,6,324.7,130,2.55,0.03,0,0,1,2.55,2.55,2.55,0.03,0.03,0.03,0,0,0,324.6950887,0
212,P1211,0,,,,,P1211,Asbestos Cement,,,,,,,,P1211,285.7766742,6,130,,0,0,P1211,-1,6,285.78,130,17.41,0.2,0.01,0.04,1,17.41,17.41,17.41,0.2,0.2,0.2,0.01,0.01,0.01,285.7766742,0
213,P1213,0,,,,,P1213,Asbestos Cement,,,,,,,,P1213,73.0977044,6,130,,0,0,P1213,0,6,73.1,130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,73.0977044,0
214,P1215,0,,,,,P1215,Asbestos Cement,,,,,,,,P1215,45.42018608,2,130,,0,0,P1215,-1,2,45.42,130,1.32,0.13,0,0.07,1,1.32,1.32,1.32,0.13,0.13,0.13,0,0,0,45.42018608,0
215,P1217,0,,,,,P1217,Asbestos Cement,,,,,,,,P1217,43.31717166,6,130,,0,0,P1217,-1,6,43.32,130,6.52,0.07,0,0.01,1,6.52,6.52,6.52,0.07,0.07,0.07,0,0,0,43.31717166,0
216,P1219,0,,,,,P1219,Asbestos Cement,,,,,,,,P1219,304.4577823,6,130,,0,0,P1219,-1,6,304.46,130,6.52,0.07,0,0.01,1,6.52,6.52,6.52,0.07,0.07,0.07,0,0,0,304.4577823,0
217,P1221,0,,,,,P1221,Asbestos Cement,,,,,,,,P1221,230.9573842,8,130,,0,0,P1221,-1,8,230.96,130,7.91,0.05,0,0,1,7.91,7.91,7.91,0.05,0.05,0.05,0,0,0,230.9573842,0
218,P1223,0,,,,,P1223,Asbestos Cement,,,,,,,,P1223,549.3484708,8,130,,0,0,P1223,-1,8,549.35,130,7.91,0.05,0,0,1,7.91,7.91,7.91,0.05,0.05,0.05,0,0,0,549.3484708,0
219,P1225,0,,,,,P1225,Asbestos Cement,,,,,,,,P1225,234.2980104,8,130,,0,0,P1225,-1,8,234.3,130,8.32,0.05,0,0,1,8.32,8.32,8.32,0.05,0.05,0.05,0,0,0,234.2980104,0
220,P1227,0,,,,,P1227,Asbestos Cement,,,,,,,,P1227,28.82841365,8,130,,0,0,P1227,-1,8,28.83,130,8.32,0.05,0,0,1,8.32,8.32,8.32,0.05,0.05,0.05,0,0,0,28.82841365,0
221,P1229,0,,,,,P1229,Asbestos Cement,,,,,,,,P1229,35.65224381,6,130,,0,0,P1229,1,6,35.65,130,0.56,0.01,0,0,1,0.56,0.56,0.56,0.01,0.01,0.01,0,0,0,35.65224381,0
222,P1231,0,,,,,P1231,Asbestos Cement,,,,,,,,P1231,800.7973484,6,130,,0,0,P1231,1,6,800.8,130,0.56,0.01,0,0,1,0.56,0.56,0.56,0.01,0.01,0.01,0,0,0,800.7973484,0
223,P1233,0,,,,,P1233,Asbestos Cement,,,,,,,,P1233,21.72076974,6,130,,0,0,P1233,-1,6,21.72,130,35.44,0.4,0,0.15,1,35.44,35.44,35.44,0.4,0.4,0.4,0,0,0,21.72076974,0
224,P1235,0,,,,,P1235,Asbestos Cement,,,,,,,,P1235,351.3000337,6,130,,0,0,P1235,-1,6,351.3,130,35.44,0.4,0.05,0.15,1,35.44,35.44,35.44,0.4,0.4,0.4,0.05,0.05,0.05,351.3000337,0
225,P1237,0,,,,,P1237,Asbestos Cement,,,,,,,,P1237,140.2339371,6,130,,0,0,P1237,-1,6,140.23,130,35.44,0.4,0.02,0.15,1,35.44,35.44,35.44,0.4,0.4,0.4,0.02,0.02,0.02,140.2339371,0
226,P1239,0,,,,,P1239,Asbestos Cement,,,,,,,,P1239,268.6809596,6,130,,0,0,P1239,-1,6,268.68,130,35.44,0.4,0.04,0.15,1,35.44,35.44,35.44,0.4,0.4,0.4,0.04,0.04,0.04,268.6809596,0
227,P1241,0,,,,,P1241,Asbestos Cement,,,,,,,,P1241,328.9021417,6,130,,0,0,P1241,-1,6,328.9,130,35.58,0.4,0.05,0.15,1,35.58,35.58,35.58,0.4,0.4,0.4,0.05,0.05,0.05,328.9021417,0
228,P1243,0,,,,,P1243,Asbestos Cement,,,,,,,,P1243,111.168265,6,130,,0,0,P1243,1,6,111.17,130,36.41,0.41,0.02,0.16,1,36.41,36.41,36.41,0.41,0.41,0.41,0.02,0.02,0.02,111.168265,0
229,P1245,0,,,,,P1245,Asbestos Cement,,,,,,,,P1245,261.7775788,6,130,,0,0,P1245,1,6,261.78,130,0.97,0.01,0,0,1,0.97,0.97,0.97,0.01,0.01,0.01,0,0,0,261.7775788,0
230,P1247,0,,,,,P1247,Asbestos Cement,,,,,,,,P1247,65.31920986,6,130,,0,0,P1247,1,6,65.32,130,0.69,0.01,0,0,1,0.69,0.69,0.69,0.01,0.01,0.01,0,0,0,65.31920986,0
231,P1249,0,,,,,P1249,Asbestos Cement,,,,,,,,P1249,519.2414619,6,130,,0,0,P1249,1,6,519.24,130,0.69,0.01,0,0,1,0.69,0.69,0.69,0.01,0.01,0.01,0,0,0,519.2414619,0
232,P1251,0,,,,,P1251,PVC,,,,,,,,P1251,614.2624976,6,130,,0,0,P1251,1,6,614.26,130,0.69,0.01,0,0,1,0.69,0.69,0.69,0.01,0.01,0.01,0,0,0,614.2624976,0
233,P1253,0,,,,,P1253,PVC,,,,,,,,P1253,43.252131,6,130,,0,0,P1253,1,6,43.25,130,0.69,0.01,0,0,1,0.69,0.69,0.69,0.01,0.01,0.01,0,0,0,43.252131,0
234,P1255,0,,,,,P1255,PVC,,,,,,,,P1255,24.76114381,6,130,,0,0,P1255,1,6,24.76,130,23.26,0.26,0,0.07,1,23.26,23.26,23.26,0.26,0.26,0.26,0,0,0,24.76114381,1
235,P1257,0,,,,,P1257,PVC,,,,,,,,P1257,1193.727467,6,130,,0,0,P1257,1,6,1193.73,130,23.26,0.26,0.08,0.07,1,23.26,23.26,23.26,0.26,0.26,0.26,0.08,0.08,0.08,1193.727467,0
236,P1259,0,,,,,P1259,PVC,,,,,,,,P1259,967.531738,6,130,,0,0,P1259,1,6,967.53,130,23.26,0.26,0.07,0.07,1,23.26,23.26,23.26,0.26,0.26,0.26,0.07,0.07,0.07,967.531738,0
237,P1261,0,,,,,P1261,PVC,,,,,,,,P1261,33.30804143,6,130,,0,0,P1261,1,6,33.31,130,23.26,0.26,0,0.07,1,23.26,23.26,23.26,0.26,0.26,0.26,0,0,0,33.30804143,0
238,P1263,0,,,,,P1263,PVC,,,,,,,,P1263,228.6380628,6,130,,0,0,P1263,-1,6,228.64,130,28.5,0.32,0.02,0.1,1,28.5,28.5,28.5,0.32,0.32,0.32,0.02,0.02,0.02,228.6380628,0
239,P1265,0,,,,,P1265,PVC,,,,,,,,P1265,62.34762834,6,130,,0,0,P1265,-1,6,62.35,130,6.64,0.08,0,0.01,1,6.64,6.64,6.64,0.08,0.08,0.08,0,0,0,62.34762834,0
240,P1267,0,,,,,P1267,PVC,,,,,,,,P1267,528.5272945,6,130,,0,0,P1267,-1,6,528.53,130,6.78,0.08,0,0.01,1,6.78,6.78,6.78,0.08,0.08,0.08,0,0,0,528.5272945,0
241,P1269,0,,,,,P1269,PVC,,,,,,,,P1269,455.5829548,6,130,,0,0,P1269,-1,6,455.58,130,6.78,0.08,0,0.01,1,6.78,6.78,6.78,0.08,0.08,0.08,0,0,0,455.5829548,0
242,P1271,0,,,,,P1271,PVC,,,,,,,,P1271,31.65826172,6,130,,0,0,P1271,-1,6,31.66,130,6.78,0.08,0,0.01,1,6.78,6.78,6.78,0.08,0.08,0.08,0,0,0,31.65826172,0
243,P1273,0,,,,,P1273,PVC,,,,,,,,P1273,425.8699075,2,130,,0,0,P1273,0,2,425.87,130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,425.8699075,0
244,P1275,0,,,,,P1275,Galvanized Iron,,,,,,,,P1275,34.19632609,2,130,,0,0,P1275,1,2,34.2,130,5.17,0.53,0.03,0.91,1,5.17,5.17,5.17,0.53,0.53,0.53,0.03,0.03,0.03,34.19632609,0
245,P1277,0,,,,,P1277,Galvanized Iron,,,,,,,,P1277,216.6383419,2,130,,0,0,P1277,1,2,216.64,130,5.17,0.53,0.2,0.91,1,5.17,5.17,5.17,0.53,0.53,0.53,0.2,0.2,0.2,216.6383419,0
246,P1279,0,,,,,P1279,Galvanized Iron,,,,,,,,P1279,456.6983749,2,130,,0,0,P1279,1,2,456.7,130,4.62,0.47,0.34,0.74,1,4.62,4.62,4.62,0.47,0.47,0.47,0.34,0.34,0.34,456.6983749,0
247,P1281,0,,,,,P1281,PVC,,,,,,,,P1281,397.5574026,2,130,,0,0,P1281,1,2,397.56,130,0.28,0.03,0,0,1,0.28,0.28,0.28,0.03,0.03,0.03,0,0,0,397.5574026,0
248,P1283,0,,,,,P1283,PVC,,,,,,,,P1283,835.3463124,6,130,,0,0,P1283,-1,6,835.35,130,6.75,0.08,0.01,0.01,1,6.75,6.75,6.75,0.08,0.08,0.08,0.01,0.01,0.01,835.3463124,0
249,P1285,0,,,,,P1285,PVC,,,,,,,,P1285,964.168669,6,130,,0,0,P1285,-1,6,964.17,130,7.72,0.09,0.01,0.01,1,7.72,7.72,7.72,0.09,0.09,0.09,0.01,0.01,0.01,964.168669,0
250,P1287,0,,,,,P1287,Galvanized Iron,,,,,,,,P1287,341.4388884,3,130,,0,0,P1287,0,3,341.44,130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,341.4388884,0
251,P1289,0,,,,,P1289,Galvanized Iron,,,,,,,,P1289,42.47741452,3,130,,0,0,P1289,0,3,42.48,130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42.47741452,0
252,P1291,0,,,,,P1291,Galvanized Iron,,,,,,,,P1291,34.79791079,1.5,130,,0,0,P1291,1,1.5,34.8,130,0.14,0.03,0,0.01,1,0.14,0.14,0.14,0.03,0.03,0.03,0,0,0,34.79791079,0
253,P1293,0,,,,,P1293,Galvanized Iron,,,,,,,,P1293,339.3425553,1.5,130,,0,0,P1293,1,1.5,339.34,130,0.14,0.03,0,0,1,0.14,0.14,0.14,0.03,0.03,0.03,0,0,0,339.3425553,0
254,P1295,0,,,,,P1295,Galvanized Iron,,,,,,,,P1295,91.16134977,1.5,130,,0,0,P1295,1,1.5,91.16,130,0.69,0.13,0.01,0.09,1,0.69,0.69,0.69,0.13,0.13,0.13,0.01,0.01,0.01,91.16134977,0
255,P1297,0,,,,,P1297,Galvanized Iron,,,,,,,,P1297,1702.058368,1.5,130,,0,0,P1297,1,1.5,1702.06,130,0.69,0.13,0.15,0.09,1,0.69,0.69,0.69,0.13,0.13,0.13,0.15,0.15,0.15,1702.058368,0
256,P1299,0,,,,,P1299,PVC,,,,,,,,P1299,39.32279715,6,130,,0,0,P1299,0,6,39.32,130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.32279715,0
257,P1301,0,,,,,P1301,PVC,,,,,,,,P1301,953.2464122,6,130,,0,0,P1301,0,6,953.25,130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,953.2464122,0
258,P1303,0,,,,,P1303,Cast Iron,,,,,,,,P1303,30.70525845,6,130,,0,0,P1303,-1,6,30.71,130,12.33,0.14,0,0.02,1,12.33,12.33,12.33,0.14,0.14,0.14,0,0,0,30.70525845,1
259,P1305,0,,,,,P1305,Cast Iron,,,,,,,,P1305,372.371862,6,130,,0,0,P1305,-1,6,372.37,130,12.33,0.14,0.01,0.02,1,12.33,12.33,12.33,0.14,0.14,0.14,0.01,0.01,0.01,372.371862,1
260,P1307,0,,,,,P1307,PVC,,,,,,,,P1307,422.5950389,2,130,,0,0,P1307,0,2,422.6,130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,422.5950389,0
261,P1309,0,,,,,P1309,Cast iron,,,,,,,,P1309,25.22800321,8,130,,0,0,P1309,1,8,25.23,130,48.18,0.31,0,0.07,1,48.18,48.18,48.18,0.31,0.31,0.31,0,0,0,25.22800321,0
262,P1311,0,,,,,P1311,,,,,,,,,P1311,180,8,130,0,0,0,P1311,-1,8,180,130,48.18,0.31,0.01,0.07,1,48.18,48.18,48.18,0.31,0.31,0.31,0.01,0.01,0.01,170.8754544,0
263,P1313,0,,,,,P1313,Cast Iron,,,,,,,,P1313,125.4573384,6,130,,0,0,P1313,0,6,125.46,130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,125.4573384,0
264,P1315,0,,,,,P1315,Ductile Iron,,,,,,,,P1315,172.4636964,8,130,,0,0,P1315,0,8,172.46,130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,172.4636964,0
265,P1317,0,,,,,P1317,Ductile Iron,,,,,,,,P1317,135.5656136,6,130,,0,0,P1317,0,6,135.57,130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,135.5656136,0
266,P1319,0,,,,,P1319,Asbestos Cement,,,,,,,,P1319,39.56140711,6,130,,0,0,P1319,1,6,39.56,130,1.11,0.01,0,0,1,1.11,1.11,1.11,0.01,0.01,0.01,0,0,0,39.56140711,0
267,P1321,0,,,,,P1321,Asbestos Cement,,,,,,,,P1321,373.1850341,6,130,,0,0,P1321,1,6,373.19,130,1.11,0.01,0,0,1,1.11,1.11,1.11,0.01,0.01,0.01,0,0,0,373.1850341,0
268,P1323,0,,,,,P1323,Asbestos Cement,,,,,,,,P1323,214.5075515,6,130,,0,0,P1323,1,6,214.51,130,0.14,0,0,0,1,0.14,0.14,0.14,0,0,0,0,0,0,214.5075515,0
269,P1325,0,,,,,P1325,Asbestos Cement,,,,,,,,P1325,493.6419591,6,130,,0,0,P1325,0,6,493.64,130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,493.6419591,0
270,P1327,0,,,,,P1327,Ductile Iron,,,,,,,,P1327,887.9472107,6,130,,0,0,P1327,1,6,887.95,130,1.25,0.01,0,0,1,1.25,1.25,1.25,0.01,0.01,0.01,0,0,0,887.9472107,0
271,P1329,0,,,,,P1329,Ductile Iron,,,,,,,,P1329,58.09593259,6,130,,0,0,P1329,1,6,58.1,130,2.78,0.03,0,0,1,2.78,2.78,2.78,0.03,0.03,0.03,0,0,0,58.09593259,0
272,P1331,0,,,,,P1331,Ductile Iron,,,,,,,,P1331,334.6827904,6,130,,0,0,P1331,1,6,334.68,130,2.78,0.03,0,0,1,2.78,2.78,2.78,0.03,0.03,0.03,0,0,0,334.6827904,0
273,P1333,0,,,,,P1333,Ductile Iron,,,,,,,,P1333,129.4034125,6,130,,0,0,P1333,0,6,129.4,130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,129.4034125,0
274,P1335,0,,,,,P1335,Ductile Iron,,,,,,,,P1335,246.0534467,6,130,,0,0,P1335,1,6,246.05,130,0.14,0,0,0,1,0.14,0.14,0.14,0,0,0,0,0,0,246.0534467,0
275,P1337,0,,,,,P1337,Ductile Iron,,,,,,,,P1337,920.0333158,6,130,,0,0,P1337,-1,6,920.03,130,0.49,0.01,0,0,1,0.49,0.49,0.49,0.01,0.01,0.01,0,0,0,920.0333158,0
276,P1339,0,,,,,P1339,Ductile Iron,,,,,,,,P1339,222.7499802,6,130,,0,0,P1339,-1,6,222.75,130,1.53,0.02,0,0,1,1.53,1.53,1.53,0.02,0.02,0.02,0,0,0,222.7499802,0
277,P1341,0,,,,,P1341,Ductile Iron,,,,,,,,P1341,507.5686711,6,130,,0,0,P1341,-1,6,507.57,130,4.42,0.05,0,0,1,4.42,4.42,4.42,0.05,0.05,0.05,0,0,0,507.5686711,0
278,P1343,0,,,,,P1343,Ductile Iron,,,,,,,,P1343,1378.99118,6,130,,0,0,P1343,-1,6,1378.99,130,8.46,0.1,0.01,0.01,1,8.46,8.46,8.46,0.1,0.1,0.1,0.01,0.01,0.01,1378.99118,0
279,P1345,0,,,,,P1345,Ductile Iron,,,,,,,,P1345,822.0028751,6,130,,0,0,P1345,-1,6,822,130,6.18,0.07,0,0.01,1,6.18,6.18,6.18,0.07,0.07,0.07,0,0,0,822.0028751,0
280,P1347,0,,,,,P1347,Ductile Iron,,,,,,,,P1347,1363.41445,6,130,,0,0,P1347,-1,6,1363.41,130,5.06,0.06,0.01,0,1,5.06,5.06,5.06,0.06,0.06,0.06,0.01,0.01,0.01,1363.41445,0
281,P1349,0,,,,,P1349,Ductile Iron,,,,,,,,P1349,36.23328904,6,130,,0,0,P1349,-1,6,36.23,130,5.06,0.06,0,0,1,5.06,5.06,5.06,0.06,0.06,0.06,0,0,0,36.23328904,0
282,P1351,0,,,,,P1351,Ductile Iron,,,,,,,,P1351,29.5463434,6,130,,0,0,P1351,1,6,29.55,130,4.18,0.05,0,0,1,4.18,4.18,4.18,0.05,0.05,0.05,0,0,0,29.5463434,0
283,P1353,0,,,,,P1353,Ductile Iron,,,,,,,,P1353,1946.253818,6,130,,0,0,P1353,1,6,1946.25,130,4.18,0.05,0.01,0,1,4.18,4.18,4.18,0.05,0.05,0.05,0.01,0.01,0.01,1946.253818,0
284,P1355,0,,,,,P1355,Ductile Iron,,,,,,,,P1355,1343.53617,6,130,,0,0,P1355,1,6,1343.54,130,2.65,0.03,0,0,1,2.65,2.65,2.65,0.03,0.03,0.03,0,0,0,1343.53617,0
285,P1357,0,,,,,P1357,Ductile Iron,,,,,,,,P1357,751.3696781,6,130,,0,0,P1357,-1,6,751.37,130,0.53,0.01,0,0,1,0.53,0.53,0.53,0.01,0.01,0.01,0,0,0,751.3696781,0
286,P1359,0,,,,,P1359,Ductile Iron,,,,,,,,P1359,146.1729689,6,130,,0,0,P1359,1,6,146.17,130,2.36,0.03,0,0,1,2.36,2.36,2.36,0.03,0.03,0.03,0,0,0,146.1729689,0
287,P1361,0,,,,,P1361,Ductile Iron,,,,,,,,P1361,1160.395835,6,130,,0,0,P1361,1,6,1160.4,130,0.62,0.01,0,0,1,0.62,0.62,0.62,0.01,0.01,0.01,0,0,0,1160.395835,0
288,P1363,0,,,,,P1363,Ductile Iron,,,,,,,,P1363,143.0000988,6,130,,0,0,P1363,-1,6,143,130,2.09,0.02,0,0,1,2.09,2.09,2.09,0.02,0.02,0.02,0,0,0,143.0000988,0
289,P1365,0,,,,,P1365,Ductile Iron,,,,,,,,P1365,103.751345,6,130,,0,0,P1365,1,6,103.75,130,0.14,0,0,0,1,0.14,0.14,0.14,0,0,0,0,0,0,103.751345,0
290,P1367,0,,,,,P1367,Ductile Iron,,,,,,,,P1367,404.668168,6,130,,0,0,P1367,-1,6,404.67,130,2.51,0.03,0,0,1,2.51,2.51,2.51,0.03,0.03,0.03,0,0,0,404.668168,0
291,P1369,0,,,,,P1369,Ductile Iron,,,,,,,,P1369,206.1074535,6,130,,0,0,P1369,-1,6,206.11,130,21.46,0.24,0.01,0.06,1,21.46,21.46,21.46,0.24,0.24,0.24,0.01,0.01,0.01,206.1074535,0
292,P1371,0,,,,,P1371,Ductile Iron,,,,,,,,P1371,37.91739039,6,130,,0,0,P1371,-1,6,37.92,130,21.46,0.24,0,0.06,1,21.46,21.46,21.46,0.24,0.24,0.24,0,0,0,37.91739039,0
293,P1373,0,,,,,P1373,Ductile Iron,,,,,,,,P1373,163.4971707,6,130,,0,0,P1373,-1,6,163.5,130,21.46,0.24,0.01,0.06,1,21.46,21.46,21.46,0.24,0.24,0.24,0.01,0.01,0.01,163.4971707,0
294,P1375,0,,,,,P1375,Ductile Iron,,,,,,,,P1375,161.6861837,6,130,,0,0,P1375,-1,6,161.69,130,21.46,0.24,0.01,0.06,1,21.46,21.46,21.46,0.24,0.24,0.24,0.01,0.01,0.01,161.6861837,0
295,P1377,0,,,,,P1377,Ductile Iron,,,,,,,,P1377,927.2119055,6,130,,0,0,P1377,-1,6,927.21,130,5.75,0.07,0,0.01,1,5.75,5.75,5.75,0.07,0.07,0.07,0,0,0,927.2119055,0
296,P1379,0,,,,,P1379,Ductile Iron,,,,,,,,P1379,17.54720407,6,130,,0,0,P1379,-1,6,17.55,130,5.75,0.07,0,0,1,5.75,5.75,5.75,0.07,0.07,0.07,0,0,0,17.54720407,0
297,P1381,0,,,,,P1381,Ductile Iron,,,,,,,,P1381,194.2323653,6,130,,0,0,P1381,1,6,194.23,130,7.47,0.08,0,0.01,1,7.47,7.47,7.47,0.08,0.08,0.08,0,0,0,194.2323653,0
298,P1383,0,,,,,P1383,Ductile Iron,,,,,,,,P1383,36.3154871,6,130,,0,0,P1383,1,6,36.32,130,7.47,0.08,0,0.01,1,7.47,7.47,7.47,0.08,0.08,0.08,0,0,0,36.3154871,0
299,P1385,0,,,,,P1385,Ductile Iron,,,,,,,,P1385,172.9250485,6,130,,0,0,P1385,1,6,172.93,130,7.47,0.08,0,0.01,1,7.47,7.47,7.47,0.08,0.08,0.08,0,0,0,172.9250485,0
300,P1387,0,,,,,P1387,Ductile Iron,,,,,,,,P1387,22.91420264,6,130,,0,0,P1387,1,6,22.91,130,7.47,0.08,0,0.01,1,7.47,7.47,7.47,0.08,0.08,0.08,0,0,0,22.91420264,0
301,P1389,0,,,,,P1389,Ductile Iron,,,,,,,,P1389,188.7507407,6,130,,0,0,P1389,1,6,188.75,130,7.47,0.08,0,0.01,1,7.47,7.47,7.47,0.08,0.08,0.08,0,0,0,188.7507407,0
302,P1391,0,,,,,P1391,Ductile Iron,,,,,,,,P1391,889.7215058,6,130,,0,0,P1391,1,6,889.72,130,4.13,0.05,0,0,1,4.13,4.13,4.13,0.05,0.05,0.05,0,0,0,889.7215058,0
303,P1393,0,,,,,P1393,Ductile Iron,,,,,,,,P1393,37.87647067,6,130,,0,0,P1393,1,6,37.88,130,7.33,0.08,0,0.01,1,7.33,7.33,7.33,0.08,0.08,0.08,0,0,0,37.87647067,0
304,P1395,0,,,,,P1395,Ductile Iron,,,,,,,,P1395,910.8566616,6,130,,0,0,P1395,1,6,910.86,130,7.33,0.08,0.01,0.01,1,7.33,7.33,7.33,0.08,0.08,0.08,0.01,0.01,0.01,910.8566616,0
305,P1397,0,,,,,P1397,Ductile Iron,,,,,,,,P1397,496.5581801,6,130,,0,0,P1397,1,6,496.56,130,6.91,0.08,0,0.01,1,6.91,6.91,6.91,0.08,0.08,0.08,0,0,0,496.5581801,0
306,P1399,0,,,,,P1399,Ductile Iron,,,,,,,,P1399,24.59281066,6,130,,0,0,P1399,1,6,24.59,130,4.83,0.05,0,0,1,4.83,4.83,4.83,0.05,0.05,0.05,0,0,0,24.59281066,0
