Investment_Cost,Risk_Cost,Budget,PM_Start,PM_Stop,Rehab_Trigger,Split_Ratio,Total_Cost
3965823.091079758,35412241.06557602,42702.657493397564,3.9324701228600545,2.040436263416062,1.6046592148083456,0.19321263225932084,39378064.15665577
2037470.2328111024,36417669.97116002,23926.663962476712,3.917169242586367,3.011914697569295,1.5207433171580704,0.27244732538383865,38455140.20397112
3138158.4165911325,35928807.551706,34716.83493029307,3.774941673992774,2.074301413433572,1.648384035300377,0.19745893144930765,39066965.96829713
2079521.8743441245,36102810.086645536,23926.663962476712,3.917169242586367,2.7460773557530778,1.5118651175130466,0.27244732538383865,38182331.96098966
1708186.0323596161,36459036.283999994,24396.012628573008,3.909258693790448,3.23883515526951,1.1542167038160263,0.11846031813362645,38167222.31635961
14844370.084636299,15014828.093894998,407566.05857111013,3.9273899153991323,2.327072678229455,1.1029955428106606,0.89170489225351,29859198.178531297
15601253.59335864,9263872.387649996,204443.78238933155,3.8502130178714316,2.747550315457918,1.6003944635546214,0.8882265353057931,24865125.981008634
18927129.398009997,5407112.9662,430364.5917346562,3.253043782079896,2.7875805516135195,1.630016201498746,0.8990458151879693,24334242.364209995
14787052.356299547,15855681.794180503,393181.51736173534,3.381518597986388,2.393688070499841,1.1053588450725647,0.894039428800092,30642734.15048005
17753199.17735186,5709858.516445001,393205.16308401927,3.4077237977868435,2.0464332287781293,1.5177524931772985,0.8837767801747027,23463057.69379686
24062296.82380263,1866210.8020650002,986230.1441363125,3.446148820176379,2.3940319944923116,1.6251919801134693,0.8939678475919187,25928507.62586763
23371226.945877105,1918126.9046800004,983310.6782685271,3.446148820176379,2.068732882833918,1.643583160693357,0.8939678475919187,25289353.850557104
19654303.33091627,4157979.2243805,659953.1738820144,3.9072308662834807,2.14741473602394,1.525664234898587,0.8917103964268983,23812282.55529677
1567620.302983409,37052866.2679105,19099.46793081553,3.569488967266877,2.0404177479111074,1.4376605929038955,0.18824964906081534,38620486.57089391
17179645.976953547,6915076.03269,259314.43498863676,3.8441914091387095,2.7469008099594743,1.6251919801134693,0.8881658527073542,24094722.009643547
