Time,SOe,SIe,SSe,SNHe,SN2e,SNOe,SALKe,XIe,XSe,XBHe,XSTOe,XBAe,TSSe,Qe
23,0.00435218042654262,28.1718999909932,0.272210740993746,3.12414586457874,28.3640609646057,9.40008935129745,4.09383426438581,6.02701911101615,0.75968726554985,6.07009236620404,1.19635459980408,0.457284499085689,11.6855532477532,14488.3199367924
23.0104166666667,0.00448327352370832,28.1370270687104,0.27088300358242,3.11591011465164,28.2861277507058,9.42811325340938,4.09355905361178,5.87189844000596,0.730770617744761,5.91623240633234,1.16354618614707,0.445575236553144,11.378746193664,13544.2525146182
23.0208333333333,0.00473925150349463,28.1005886938872,0.269234377467079,3.09069680479036,28.2231409193554,9.45774320030542,4.09222363386611,5.72278199167336,0.702492549747134,5.76837387705697,1.13164402657066,0.434302249200073,11.0832622508522,12618.8766702628
23.03125,0.0051655700244055,28.06375035592,0.26726432507365,3.05169014487479,28.1741612531831,9.4878524213332,4.09004452133804,5.58052472369666,0.675062264429425,5.62737843587282,1.10085696276677,0.423532187532055,10.8008607297184,11757.877089506
23.0416666666667,0.00581580612090343,28.0273074415689,0.264966396609456,3.00179756542945,28.1378545180979,9.51753436960311,4.08722788084582,5.44631411747723,0.648715519014392,5.4944394817392,1.07145428417632,0.413358245161286,10.533929139004,10980.307720676
23.0520833333333,0.00677074884662116,27.9914644700911,0.262316931248604,2.94297019547409,28.112592303161,9.54635624973083,4.08392339437674,5.32394776536637,0.62402902041144,5.37337535595781,1.04422090390737,0.404074579741975,10.289922283572,10468.0846330983
23.0625,0.00821604831077434,27.9554188659918,0.259236339520312,2.87483929625904,28.0967773646401,9.57473663043852,4.08014424719895,5.22272724352345,0.60231634857763,5.27354436253719,1.02102590908016,0.396398882819828,10.0869960167797,10479.0550325145
23.0729166666667,0.0104912705070378,27.9181602893744,0.255599259709365,2.79555379002591,28.090077615885,9.60305166473748,4.07583580764882,5.14963779288609,0.584558385693526,5.20197765853596,1.00323936584404,0.390874302740675,9.93876729069196,10745.4755930853
23.0833333333333,0.0140674434641487,27.8793930099615,0.251287839047322,2.70400638725048,28.0935556747061,9.63065793140749,4.0710212475153,5.10437974198205,0.570730451904287,5.15837508199508,0.990745897644272,0.387487146603541,9.84464091847264,11085.0318866636
23.09375,0.0194983408141288,27.8395065497028,0.24622669412488,2.60065323314462,28.1087639909431,9.65594449957061,4.06584495892597,5.08165009314151,0.56012244663128,5.13739636697434,0.982422703641586,0.385839761300401,9.79426653835151,11297.3519800138
23.1041666666667,0.0271996756579212,27.799638964165,0.240449226715853,2.48849929931774,28.1366861806275,9.67656774164128,4.0606010169697,5.07012318368012,0.551210096191186,5.1276328613702,0.975968645395635,0.385070473771624,9.76557700154998,11171.0748933884
23.1145833333333,0.0373587415957997,27.7608929432465,0.23407549566252,2.37142212241821,28.1771866710506,9.69048155643625,4.05560547230039,5.05883424201812,0.542511250184505,5.1180374952156,0.969187102911097,0.384341697108132,9.73721745456438,10919.1633266922
23.125,0.0501568405972369,27.7236799810563,0.227229436828677,2.25186506411285,28.2297403227846,9.69642100567326,4.05107463584825,5.04321871631352,0.533392739928453,5.10400937070143,0.961165100677815,0.383303615810816,9.70028391042419,10670.0736568341
23.1354166666667,0.0658267517407168,27.6880812714274,0.220038781667309,2.13138153152018,28.2938095196211,9.69349322404217,4.04716738721326,5.02272327428821,0.523751847965159,5.08498882596848,0.951791684354748,0.381911290243112,9.65367336290167,10442.482879565
23.1458333333333,0.0845929073893955,27.6541104254967,0.212643150567693,2.01130989679501,28.3687466429664,9.68099404655796,4.04402124222559,4.99820241155876,0.513673905008167,5.06183485825626,0.94124553711645,0.380225441308999,9.59902608611015,10220.9589301052
23.15625,0.106649459864989,27.6217340474002,0.205181698372393,1.89282420584076,28.4537678380023,9.65840485767129,4.04175475350606,4.97096231856948,0.503308101974788,5.03586144152224,0.929805705689724,0.378339909719857,9.53886874685038,10014.1948239002
23.1666666666667,0.132184208821875,27.5908448228212,0.197777172416846,1.7768223243865,28.5480485399435,9.62535906064553,4.04046641433125,4.94244655389569,0.492826464363913,5.00852043349336,0.917785732684812,0.376358275007333,9.47600178456116,9826.1212291089
23.1770833333333,0.161375647703925,27.561279802383,0.190530656505746,1.66397393072205,28.6507537486017,9.58159732314921,4.04023964835415,4.9138908815018,0.482378700003465,4.98105359489786,0.905463936403811,0.374367799765231,9.41282803823398,9660.10126354225
23.1875,0.194399430289959,27.5328292220241,0.183519180261152,1.55474405791338,28.7610843200908,9.52691956377893,4.0411471428924,4.88628645582237,0.472085848558529,4.95445573635011,0.893073652848827,0.372436836561633,9.35127899878394,9520.30356826821
23.1979166666667,0.231384632637699,27.5052687775445,0.176799656240412,1.44951020150208,28.8782154445516,9.46119855396118,4.04325301108901,4.86021551057687,0.462019836145879,4.92930929299784,0.880771879418868,0.37060247770248,9.29249734957805,9393.71712236927
23.2083333333333,0.272349085657773,27.4783858774013,0.170413078448073,1.34865064243084,29.0012052737715,9.38444953863164,4.04660856329866,4.83577172798687,0.452194580708412,4.90570437085469,0.868625112498724,0.368864853115078,9.23668494686735,9271.18996400063
23.21875,0.317014925603598,27.4520419970712,0.164392197483035,1.25273388883447,29.1287032775205,9.29708673903181,4.05123355915466,4.81216383590797,0.442522940443603,4.88283896103674,0.856539305353649,0.367157760170003,9.18234476834172,9100.68732093753
23.2291666666667,0.364456985233807,27.4262770841989,0.158770195732562,1.162772484779,29.2584182698896,9.20047928544487,4.0570691454698,4.78706634888072,0.432748429335451,4.85836410062412,0.8441464909491,0.365301023521616,9.12504217843566,8810.02804143861
23.2395833333333,0.413487831989863,27.401162168311,0.153559786822935,1.07955121726861,29.387913795887,9.09655897477889,4.06398471623636,4.75837726845092,0.422647780202356,4.83015856061367,0.831119400081397,0.363134894749127,9.06078294863523,8468.12667484467
23.25,0.463294210061641,27.3766378145692,0.148741286148254,1.00309227687717,29.5156602360922,8.98690148197467,4.07184513851038,4.72583383920131,0.412206720607441,4.7979594091853,0.817453538850829,0.360641134387898,8.98910343202117,8124.73240982927
23.2604166666667,0.514211618157385,27.3523286960994,0.144261053015031,0.932321062151907,29.6421302237301,8.8714133778078,4.08063218634122,4.69225129640466,0.401740310750917,4.76461183301195,0.803677730231983,0.358032904450054,8.91542255403942,7970.42201231339
