Investment_Cost,Risk_Cost,Budget,PM_Start,PM_Stop,Rehab_Trigger,Split_Ratio,Total_Cost
27417818.84014354,3014244.71179,947294.9642120171,3.0481684096926083,2.2279786860664488,2.9617695929263497,0.7624739159812629,30432063.55193354
16133615.929566288,8902065.02548,308832.76414951816,2.8337708213262487,2.5796456536751395,2.922865969835504,0.5246521040675457,25035680.95504629
24075267.29134423,4572055.989255501,906008.2820530101,2.8284177057080133,2.7071868972318756,1.8149557750397194,0.5596271247485898,28647323.28059973
17018788.27761168,7573072.943370001,311014.56114624813,2.8387229329197647,2.713233179767043,2.93914967872268,0.549433344663405,24591861.22098168
7306117.083361084,32163564.317240503,79681.05086478664,2.837155736307575,2.316608778798141,1.8299346365040452,0.11145617199088127,39469681.40060159
5288653.827716326,33482629.679510992,66391.44610801656,2.854555279095805,2.599971208052094,1.7961423584642833,0.10692552127550334,38771283.50722732
22657974.069832485,6556236.040035,307230.77877214155,2.8385376229542367,2.586569724559191,2.991512239300592,0.741252899197404,29214210.109867483
639428.2430858801,36868539.97982002,66391.44610801656,2.838588458477296,2.599013316321583,2.930168986400235,0.1074885279958583,37507968.222905904
19904518.917641986,6838867.420985001,268415.65971202403,2.839226001216341,2.5795871870062195,2.9627837653833415,0.7443984409920494,26743386.33862699
22676625.00670417,6548643.27771,307230.77877214155,2.838723561026106,2.280732268751008,2.9911487335187132,0.741252899197404,29225268.284414172
3759478.391391735,34449852.68701051,48087.81058908795,2.838588458477296,2.57764395681569,1.8325742955198039,0.13412473656305415,38209331.07840224
14732420.32087171,9537473.4756455,175805.2277224649,2.840187229492143,2.5795871870062195,2.9284737905618337,0.841968353986299,24269893.79651721
23460732.422098286,6508931.976720002,308458.3689765489,2.838536994847896,2.713233179767043,2.9395242516667244,0.7636989251964645,29969664.398818288
11694775.14325318,26577572.81195001,933868.6189448944,2.838588458477296,2.57764395681569,2.990627279687442,0.12584078060319298,38272347.95520319
13555721.137004077,12631329.788689995,982016.8917334287,2.9763168967347298,2.599971208052094,2.967741072981318,0.1323358489876693,26187050.92569407
14060389.699147576,11278250.09366,933588.0182780189,2.8400342679079444,2.2672984693859712,2.9391627672054055,0.15128534987985132,25338639.79280758
11689952.59622247,27391492.008301012,933868.6189448944,2.838588458477296,2.5745795061350054,2.990627279687442,0.12584078060319298,39081444.60452348
33022460.844715957,2418372.231760499,983042.2951318687,2.839136552130262,2.294035592633109,2.993418265846042,0.8203990315932621,35440833.076476455
27678598.52666756,2824553.3240549997,972226.2251900577,3.047346329213138,2.576964188612041,2.989859000677523,0.7681542795216691,30503151.850722563
3488334.79150704,35200958.752935015,48087.81058908795,2.838971820124649,2.57764395681569,1.8642886817981705,0.13412473656305415,38689293.54444206
27629681.935036954,2900789.4029649994,968538.865923767,2.9736288677076987,2.5879429125958753,2.9269416058733624,0.7624739159812629,30530471.33800195
21442531.485430982,6729037.244445001,276978.00543319184,2.838536994847896,2.714719855030252,2.9961693705384245,0.7776049387637718,28171568.72987598
11763606.687714793,23846214.836415008,933868.6189448944,2.838588458477296,2.57764395681569,2.990627279687442,0.1265442649100593,35609821.5241298
12054735.33218708,20091297.896414995,293757.4575154479,2.8449721337457716,2.5810265485476425,2.964830347139343,0.4125368243726909,32146033.228602074
11403785.463957692,31312867.3719,961587.9044924532,2.838588458477296,2.5730928308717966,2.9336577879725447,0.11916542039607131,42716652.83585769
24637321.846056882,4542096.5826505,906008.2820530101,2.8284177057080133,2.7071868972318756,1.8149557750397194,0.5601076517658905,29179418.428707384
