Year,PipeID,Action,Cost,Priority_Score,Condition_Before
8,MH-2-046_MH-2-045,Lining,8813.399371,71.24999999999999,1.0
8,MH-4-045_MH-4-044,Lining,16119.754952000001,8.691894225910788,1.0285963403795646
9,MH-3-042_MH-3-041,Lining,17633.990066000002,71.24999999999997,1.0
9,MH-5-017_MH-5-016,Lining,4840.471664,2.074073376275342,1.1050869603864844
9,MH-5-012_MH-5-011,Lining,23783.059384,1.6640072415532594,1.1262851840100092
9,MH-5-037_MH-5-036,Lining,20177.301963,1.3924560479929755,1.261926066991001
9,MH-5-051_MH-5-050,Replacement,10987.069653,1.068919689999112,1.7633163783024222
9,MH-5-010_MH-5-009,Lining,6941.067756,1.0008146095428048,1.3215658769079246
9,MH-5-018_MH-5-017,Lining,15386.005096,0.9151179813011986,1.3384032395233416
9,MH-5-032_MH-5-031,Lining,10005.552998,0.9123893616978569,1.3389681823320279
9,MH-1-023_MH-1-022,Lining,2685.4110198999997,0.6794491322196149,1.3952404275555237
9,MH-4-057_MH-4-056,Replacement,4443.2553231,0.513273141824175,2.6607181831087514
9,MH-5-038_MH-5-035,Lining,4889.017371,0.4933093832521568,1.2409310911096336
9,MH-4-005_MH-4-004,Lining,14099.867530000001,0.44422790321011324,1.474585764434964
9,MH-3-037_MH-3-036,Lining,7911.683787,0.37604711619420156,1.9092140091930865
9,MH-5-052_MH-5-051,Replacement,1310.6809359000001,0.2430110285644032,2.713875854509278
9,MH-5-008_MH-5-007,Lining,1895.9216738,0.1565942883190222,1.627979122397554
9,MH-1-012_MH-1-011,Lining,996.3645839,0.0,2.4540756210170214
10,MH-2-017_MH-2-016,Replacement,33326.59194,0.5158597304241804,2.657301846235708
10,MH-3-001_MH-2-001,Replacement,34256.913219,0.5064380155017856,2.2384134418732686
10,MH-4-042_MH-4-041,Lining,13927.876767,0.49089570187611753,1.2245769480040138
10,MH-3-040_MH-3-039,Lining,22308.004249999998,0.4294305599330872,1.8102385662866054
10,MH-3-005_MH-3-004,Replacement,35522.549199,0.4182882519341778,2.3664133953594604
10,MH-2-036_MH-2-035,Lining,7315.4437370000005,0.32343102934001483,1.5023977862845341
10,MH-4-048_MH-4-047,Replacement,536.21779149,0.11636022336371799,2.918312224320585
11,MH-2-056_MH-2-055,Lining,20240.721662,0.4155329123173126,1.4361583617464877
11,MH-5-043_MH-5-042,Lining,34092.598428,0.41382309773208453,1.43687434319855
11,MH-5-023_MH-5-022,Lining,25431.238161,0.4130728579238491,1.4371892403473938
11,MH-5-030_MH-5-028,Lining,11642.001777,0.408433574251594,1.4391465149381877
11,MH-2-050_MH-2-049,Replacement,12180.745431,0.3941055600485632,2.13564009637447
11,MH-2-040_MH-2-039,Replacement,22681.678626,0.38250093857903605,2.29428052663679
11,MH-2-062_MH-2-061,Lining,7643.239149000001,0.3592236311663833,1.4610289777038021
11,MH-3-039_MH-3-038,Lining,11477.894407,0.35411689327652673,1.602858916982716
11,MH-1-002_MH-1-001,Lining,2017.2965365,0.04356188577029805,1.9129777738763836
12,MH-2-040A_MH-2-040,Lining,9180.072902,0.3730456603778363,1.4329791923581936
12,MH-3-019_MH-3-018,Replacement,6833.3549994,0.3713244445855321,2.342224084781722
12,MH-2-079_MH-2-078,Replacement,36282.159252000005,0.36990247521628045,2.518109497317579
12,MH-6-014_MH-6-013,Replacement,37217.703231,0.36343801494701894,2.7190206123296954
12,MH-4-049_MH-4-047,Replacement,24115.751172,0.36251193284689853,2.074553091287552
12,MH-4-039_MH-4-038,Lining,24108.575364999997,0.3607478542922798,1.4385780019547771
12,MH-3-002_MH-3-001,Lining,5609.4975377,0.3487571546650566,1.4028700737886233
12,MH-5-042_MH-5-041,Lining,3926.2526177,0.32271111208407993,1.4568401456712412
13,MH-2-070_MH-2-069,Lining,16300.161325,71.25,1.0
13,MH-2-063_MH-2-059,Lining,4437.1214580000005,4.493899526969086,1.0326201799146297
13,MH-3-071_MH-3-070,Lining,19376.957145,0.38010098133963777,1.563764680808013
13,MH-3-061_MH-3-060,Replacement,33419.034135,0.37795303247442913,2.283503959187376
13,MH-2-020_MH-2-019,Replacement,15652.49733,0.3742810231126699,2.098327077653191
13,MH-1-011_MH-1-010,Replacement,18667.940328,0.33903811056037275,2.0958295254901307
13,MH-6-022_MH-6-021,Replacement,22547.317112999997,0.331912668703145,2.121793603376493
13,MH-6-009_MH-6-008,Replacement,9676.952604,0.3104270164325408,2.5945109771743566
13,MH-6-021_MH-6-020,Replacement,4601.7692847,0.2959474112058555,2.2440887579721784
13,MH-5-029_MH-5-028,Replacement,2964.1789556999997,0.26140664274595493,2.669752863919202
14,MH-5-017_MH-5-016,Replacement,6223.463567999999,0.36294265231755457,2.71989593549096
14,MH-2-025_MH-2-024,Replacement,25345.742670000003,0.3576871909707504,2.063440390542654
14,MH-4-054_MH-4-052,Replacement,23822.501211,0.3534798736717414,2.2839420511908055
14,MH-2-027_MH-2-026,Replacement,17873.98533,0.3449461013548009,2.085363943242715
14,MH-5-025_MH-5-024,Replacement,30740.186825999997,0.34189714995702747,2.298421088509031
14,MH-2-030_MH-2-029,Lining,19172.592005000002,0.33823352442479876,1.4110668731155502
14,MH-2-006_MH-2-004,Lining,21680.996918,0.33558067883825404,1.4123257908722597
14,MH-3-059_MH-3-053,Replacement,2952.1157742,0.20844300093249132,2.7027661047111673
15,MH-5-052_MH-5-051,Replacement,1310.6809359000001,55.467091962287256,1.0
15,MH-5-056_MH-5-051,Replacement,4066.3588725,0.453001418172555,1.9264171491465194
15,MH-6-017_MH-6-016,Replacement,19856.312792999997,0.35741092776531935,2.126795052058596
15,MH-5-011_MH-5-010,Replacement,14570.657109000002,0.34792576114688056,2.332216734234349
15,MH-5-012_MH-5-011,Replacement,30578.219208,0.34487196868039927,2.613446089805822
15,MH-3-069A_MH-3-069,Replacement,25141.712156999998,0.3435880335510595,2.392874615195237
15,MH-5-020_MH-5-019,Replacement,22599.766701,0.3422070430973126,2.346780255152752
15,MH-3-065_MH-3-001,Lining,7150.051544999999,0.34156568040733354,1.690589034759694
15,MH-2-065_MH-2-064,Lining,5600.947842,0.3389951183870897,1.393953077031861
15,MH-5-034_MH-5-029,Lining,15690.530471,0.3365056858823154,1.3951163046399804
15,MH-1-017_MH-1-016,Replacement,1357.0505838,0.11967962424572749,2.7581949331421467
16,MH-3-028_MH-3-022,Replacement,12519.293697000001,0.6134836813154959,1.57739511912807
16,MH-2-068_MH-2-034,Lining,14902.291578999999,0.37199164258526635,1.3639357071683764
16,MH-5-049_MH-5-045,Replacement,27756.791694000003,0.36695341071684734,2.0480319986032174
16,MH-3-035_MH-3-032,Lining,12507.456192,0.3667827090549186,1.4536203973575135
16,MH-5-007_MH-5-006,Replacement,22344.627708,0.36674404301056973,2.2217691743488657
16,MH-4-052_MH-4-051,Lining,11570.776231,0.3647774271617925,1.3670247413645635
16,MH-6-012_MH-6-011,Replacement,26502.157377,0.3583332039779862,2.0645149831164047
16,MH-6-018_MH-6-017,Lining,12099.664045,0.3557054372652685,1.4603483123841505
16,MH-3-050_MH-3-049,Replacement,3831.3220167,0.2983797876030367,2.0612250966155563
16,MH-3-013_MH-3-012,Lining,2688.040117,0.20011867905041844,1.591461416690159
17,MH-5-039_MH-5-038,Lining,17094.598885,0.39789531369031633,1.339399920083022
17,MH-2-015_MH-2-014,Replacement,34005.613347,0.3871335396795986,1.8255923496932636
17,MH-6-024_MH-6-023,Replacement,22397.530644000002,0.3865773119256629,2.1210590542446472
17,MH-2-092_MH-2-091,Replacement,24151.225581000002,0.377490342664507,2.0097033502489285
17,MH-4-038_MH-4-005,Lining,17574.72829,0.3759472010464372,1.3482426128647977
17,MH-2-035_MH-2-034,Replacement,13346.388918,0.37127006349095104,1.9348771867921124
17,MH-1-005_MH-1-004,Replacement,13165.332201,0.3671591148495229,1.8539589885427645
17,MH-5-041_MH-5-040,Replacement,4388.8650642,0.28539428757149604,2.1733424171209004
17,MH-3-063_MH-3-062,Lining,1328.4219704,0.03713347633831305,2.0666604330543
18,MH-2-094_MH-2-093,Replacement,1347.8780574,55.49019607843137,1.0
18,MH-2-090_MH-2-089,Replacement,22524.242030999998,0.4007516967603349,2.0417176940664614
18,MH-2-043_MH-2-042,Replacement,13094.908902000001,0.39872191747645425,1.8945795590987984
18,MH-3-037_MH-3-036,Replacement,10172.164869,0.39677291049012997,2.2095254273597202
18,MH-2-031_MH-2-028,Replacement,19359.887616,0.39617472442526286,1.8133496078517128
18,MH-4-061_MH-4-059,Replacement,11042.112339,0.39056359807195756,1.9430148009129364
18,MH-4-065_MH-4-064,Replacement,13176.701316,0.3728835150853408,1.961110210797371
18,MH-5-062_MH-5-061,Replacement,9620.282097000001,0.35199029054851344,2.141985990944251
18,MH-5-016_MH-5-012,Lining,9772.743876,0.34510981467187457,1.3482560906589116
18,MH-4-058_MH-4-050,Replacement,16939.946214,0.34151791658046593,2.0021810403672946
18,MH-5-001_MH-6-019,Replacement,9807.787575,0.34146304498297203,1.8957485820819764
18,MH-3-053_MH-3-052,Replacement,10478.443851,0.33528572565512643,1.946299625947625
19,MH-6-023_MH-6-022,Replacement,18127.150767,0.7353434185756004,1.4144789329379557
19,MH-2-038_MH-2-037,Replacement,23110.951364999997,0.7110377954667705,1.436335861775831
19,MH-5-043_MH-5-042,Replacement,43833.340835999996,0.37354718015178434,2.3383177412568372
19,MH-5-022_MH-5-021,Replacement,19034.15238,0.36506978965135267,1.8927150201918863
19,MH-4-070_MH-4-069,Replacement,28517.662035,0.359852780269927,2.0752281950821923
19,MH-2-067_MH-2-066,Replacement,6774.7136418,0.3568233123554459,1.8423670102157992
19,MH-6-020_MH-6-019,Replacement,8296.3958589,0.34690114451448256,2.081943230166458
20,MH-5-027_MH-5-026,Replacement,10382.314509,0.5261596697979365,1.5365861261923779
20,MH-6-016_MH-6-006,Replacement,38194.923015,0.5165654986974304,1.5415398107914864
20,MH-3-022_MH-3-012,Replacement,11325.02175,0.4274024411166134,1.5617328313208794
20,MH-5-050_MH-5-039,Replacement,33486.262164,0.39230379582666847,1.9674763403316817
20,MH-4-047_MH-4-046,Replacement,22418.747982,0.3907611582593285,1.9702770993647531
20,MH-4-040_MH-4-039,Lining,23555.61544,0.382650894102318,1.3093854080624672
20,MH-3-002_MH-3-001,Replacement,7212.2111199,0.33615447497517315,2.1181679704586287
20,MH-1-012_MH-1-011,Replacement,1281.0401793,0.1524398960426111,2.634240346947851
21,MH-2-046_MH-2-045,Replacement,11331.513476999999,0.41929617162007565,1.9147628839765516
21,MH-2-024_MH-2-023,Replacement,20830.893938999998,0.41915557714700785,1.5699722683202462
21,MH-1-009_MH-1-008,Lining,12674.41329,0.41859262357417826,1.3334939354932016
21,MH-2-059_MH-2-058,Lining,13618.283497,0.41411502691158064,1.287552316118647
21,MH-2-036_MH-2-035,Replacement,9405.570519,0.4134537653573286,1.868505377540666
21,MH-6-002_MH-6-001,Replacement,31913.553312,0.41109428791189845,1.7387455658698754
21,MH-2-002_MH-2-001,Replacement,32781.529728,0.40977562401229245,1.6677175309764398
21,MH-1-007_MH-1-006,Lining,13046.396608000001,0.40246654190497505,1.3513273546933078
21,MH-3-009_MH-3-008,Lining,2228.0616036,0.04370708597218032,1.9433566903971167
22,MH-4-072_MH-4-071,Replacement,28510.513704,0.4405127173197883,1.8159451202200565
22,MH-4-005_MH-4-004,Replacement,18128.40111,0.4401878164641707,1.887110001523615
22,MH-2-066_MH-2-065,Lining,8937.247592,0.4344496201741191,1.2712500400437599
22,MH-5-032_MH-5-031,Replacement,12864.282426,0.4322934580783507,1.8973654280004433
22,MH-4-001_MH-2-038,Replacement,29527.910676,0.42817388121269057,1.833951897802867
22,MH-5-002_MH-5-001,Replacement,25623.555399,0.42564974713550785,1.7129072154446179
22,MH-3-041_MH-3-030,Lining,18607.302532,0.4237452649812974,1.3589874757224392
22,MH-2-069_MH-2-068,Lining,5819.5213118,0.40831162306493846,1.2800286655429822
23,MH-5-006_MH-5-005,Replacement,13336.841268,0.5327881779091213,1.5499808523332366
23,MH-2-064_MH-2-063,Lining,7803.961920999999,0.47254105088491416,1.2508741863974788
23,MH-5-015_MH-5-014,Lining,14876.093071000001,0.4696542075249042,1.2517175308486794
23,MH-5-044_MH-5-041,Replacement,31805.777114999997,0.4689805488132969,1.7468319552477238
23,MH-2-032_MH-2-031,Replacement,24864.033771,0.4665676908799269,1.568439764767085
23,MH-6-013_MH-6-012,Replacement,35813.106945,0.4665247295911597,1.6636036667438732
23,MH-5-010_MH-5-009,Replacement,8924.229972000001,0.4596803912108222,1.6849201453380773
23,MH-5-057_MH-5-056,Replacement,9973.109439,0.44664872697210284,1.6751333611760202
24,MH-2-001_MH-1-001,Replacement,23277.553191000003,1.3789500303233995,1.2036562777329802
24,MH-5-046_MH-5-045,Replacement,22220.141904,0.5200841311129848,1.5778222524736711
24,MH-5-019_MH-5-003,Replacement,22170.824927999998,0.518346314787704,1.6632774184599333
24,MH-6-008_MH-6-007,Replacement,20407.605768,0.5062715026330543,1.60355850123271
24,MH-6-015_MH-6-014,Replacement,20126.631015,0.5011526653149284,1.5402493374924169
24,MH-2-047_MH-2-046,Replacement,18384.465465,0.5003159100576933,1.4787974836364943
24,MH-5-047_MH-5-046,Replacement,20023.285455,0.49644160034343787,1.6868098739089084
24,MH-4-079_MH-4-007,Lining,965.3085785,0.0,2.679457916105919
25,MH-2-023_MH-2-022,Replacement,17185.371507,0.7743721505632762,1.2797221737924678
25,MH-2-022_MH-2-021,Replacement,26963.141877000002,0.5596345880012719,1.555581867194292
25,MH-3-058_MH-3-057,Lining,7143.396414,0.5433999107167649,1.3654652186739138
25,MH-4-056_MH-4-055,Replacement,4326.6670992,0.5409407610950856,1.5458507679391065
25,MH-2-044_MH-2-043,Replacement,24557.215121999998,0.5407798349283824,1.5459733599831866
